,location,comment,cm_star,ID,tagging
175,先自然-西門町門市-西門町外帶飲料店|特色茶飲|夏季飲品|,"初訪
之前同事推薦又幫買過幾次，相當不錯，去臺南也買過，這次到西門店試試看。
這次點甘蔗青茶（去冰）跟紅茶拿提（微糖、去冰），甘蔗青封膜有點狀況，回家發現邊緣漏了一些飲料，還好量沒有太多，清洗一下就好。
可以使用熊好券跟電子支付，發票可以存載具。", 4 顆星 ,410,"茶,  紅茶, "
176,先自然-西門町門市-西門町外帶飲料店|特色茶飲|夏季飲品|,南部茶北部價錢，還是比天龍國品牌的好喝, 4 顆星 ,413,"茶, "
177,先自然-西門町門市-西門町外帶飲料店|特色茶飲|夏季飲品|,"發票可以存載具，甘蔗鮮奶漸層很酷～
但鮮奶好像加很多水，漸層沒搖我有先吸了一口上面的鮮奶，鮮奶味道偏淡，搖勻後比例喝起來味道還行", 5 顆星 ,414,"鮮奶, "
178,先自然-西門町門市-西門町外帶飲料店|特色茶飲|夏季飲品|,"服務棒，有耐心
珍奶用雀巢奶粉【下次再來試】
今天喝茉莉綠茶+波霸【期待中】", 5 顆星 ,415,"波霸,  茶,  綠茶, "
179,先自然-西門町門市-西門町外帶飲料店|特色茶飲|夏季飲品|,"地圖給五星免費加料 星星都是騙人的🥲
紅茶半糖很澀 只能買回家自己加牛奶
甘蔗牛奶加珍珠不能調甜度 有點甜", 2 顆星 ,416,"珍珠,  茶,  紅茶, "
180,先自然-西門町門市-西門町外帶飲料店|特色茶飲|夏季飲品|,"甘蔗青茶，口感微甜帶出茶香
很好喝~
店員小姊不但漂亮又很客氣，大家可以來喝喝看唷", 5 顆星 ,417,"茶, "
181,先自然-西門町門市-西門町外帶飲料店|特色茶飲|夏季飲品|,"身為一個平常不喝梅子綠的人，大推梅子茉莉綠茶 微糖、芒果青 微糖 超讚👍 從市府店喝到西門店，只要哪裡有這間就會喝喝看，目前兩間的品質還算一致，但市府店茶味略濃一些(差異不大)。
西門店店員態度很客氣，整體來說可以在眾多飲料店中找到一間不太需要排隊，又高CP值的飲料店，真的大推！
btw, 奶類飲品朋友覺得略普, 高價精品茶 杉林溪、大禹嶺 熱的 也偏普, 台灣手摘茶、翠玉還不錯~", 5 顆星 ,418,"茶,  綠茶, "
182,梅子兔生活飲品專賣店(西門總店),"2022/01/27

店名好可愛。

今天點了oreo奶茶，oreo打碎後配上奶茶的口感滿對我胃口的，每吸一口都可以嚐到oreo的味道，喜歡～改天再喝喝看其他品項><

更：謝謝建議>< 不過我把它拿掉了，後來想說飲料店就先不用星星表格來評xd", 4 顆星 ,420,"oreo,  茶,  奶茶, "
183,梅子兔生活飲品專賣店(西門總店),"我點珍珠鮮奶茶，微糖微冰。
奶茶的部分有點太水，珍珠甜甜的，嚼勁適中。", 2 顆星 ,423,"珍珠,  鮮奶,  茶,  奶茶,  鮮奶茶, "
184,梅子兔生活飲品專賣店(西門總店),點了招牌的脆梅綠茶，原本的梅漿就太甜了，所以即使我點無糖還是很甜，既然甜度後面可以再加，是否梅漿的甜度低點會比較好, 3 顆星 ,424,"茶,  綠茶, "
185,梅子兔生活飲品專賣店(西門總店),Tina服務很好，人很熱情，洛神梅子，洛神跟梅子味道平均，個人喜歡酸酸的口感，奧利奧奶茶，奶味很重還有奧利奧餅乾碎片，超喜歡這個口感，梅子兔的飲料好喝唷❤️, 5 顆星 ,425,"茶,  奶茶, "
186,梅子兔生活飲品專賣店(西門總店),檸檬梅子無糖微冰真的好喝，够酸，但男店員比例調得比女店員好，所以我只會在男店員有上班的時候去買, 5 顆星 ,426,"檸檬, "
187,梅子兔生活飲品專賣店(西門總店),"連續六年台中每月上來台北逛街～
來到西門町出捷運就是先來喝杯無糖の綠茶～
逛街一晚有時會喝到3-6杯~
很顧品質的Man Boss 👍
5月本月壽星+開心", 5 顆星 ,427,"茶,  綠茶, "
188,梅子兔生活飲品專賣店(西門總店),全台灣最好喝的飲料店，加上服務態度親切，每天都要來一杯脆梅綠茶！建議大家可以喝這家 😍, 5 顆星 ,428,"茶,  綠茶, "
189,梅子兔生活飲品專賣店(西門總店),"雙Q蠻好喝的，oreo奶茶不錯。
但因為料比較甜一點，點微糖喝起來有點像全糖，下次會試試無糖！", 5 顆星 ,429,"oreo,  茶,  奶茶, "
190,梅子兔生活飲品專賣店(西門總店),"Oreo奶茶真的超好喝
峨眉停車場員工的專屬飲料店🤙🏻🤙🏻🤙🏻", 5 顆星 ,430,"茶,  奶茶, "
191,梅子兔生活飲品專賣店(西門總店),"峨眉停車場（近西門站6號出口）人氣茶飲，以脆梅綠（高達3顆）、Oreo奶茶、水蜜桃紅茶等特調聞名，創立於2006年，也曾是蘇打綠「他夏了夏天」MV的取景景點

優點：可行動支付、選擇多樣", 3 顆星 ,431,"茶,  紅茶,  奶茶, "
192,梅子兔生活飲品專賣店(西門總店),"老闆娘人超好
脆梅綠茶我喝過最好喝的
會一直回購跟集點
大推", 5 顆星 ,433,"茶,  綠茶, "
193,梅子兔生活飲品專賣店(西門總店),"原本想被熱薑茶來喝
結果薑茶沒有薑茶的味道
跟喝水差不多", 1 顆星 ,434,"茶, "
194,梅子兔生活飲品專賣店(西門總店),超好喝，脆梅綠茶推薦!!, 5 顆星 ,435,"茶,  綠茶, "
195,梅子兔生活飲品專賣店(西門總店),"oreo奶茶超好喝
可能是我比較喜歡吃oreo吧", 4 顆星 ,436,"oreo,  茶,  奶茶, "
196,梅子兔生活飲品專賣店(西門總店),"點了oreo加上珍珠，無糖。oreo本身有甜味，奶茶不會太過死甜～珍珠軟、但無味。
店員人蠻好的會幫你介紹～", 3 顆星 ,437,"珍珠,  oreo,  茶,  奶茶, "
197,梅子兔生活飲品專賣店(西門總店),"全台北最好喝的飲料
梅子冰茶
吃得出來是用上等醃漬梅子與陳年梅子醬
搭配清爽綠茶
這家的微糖是台灣全糖等級的
建議尤其是無糖微冰
口感最好
是台北西門町必喝的飲料之一", 5 顆星 ,438,"茶,  綠茶, "
198,功夫茶 KUNGFUTEA 西門町店,"🥄泰式榴槤莎莎 $99
評分：🌕🌕🌕🌕🌗
評論：我最愛的水果之一就是榴槤🤤所以有榴槤就先給過，他喝起來是冰沙的感覺，裡面有加一球香草冰淇淋&鮮奶完全大加分，榴槤味道也很濃郁不會很化學，重點是居然吃得到榴槤的果肉，別看他小小一杯，我喝完飽足感滿滿

-
以前就是功夫茶的愛好者，之前去都是點38奶霸，這次回歸的「泰式榴槤莎莎」真的太讓我驚艷了，本身就是榴槤愛好者的我真的愛不釋手，而且剛好在優惠期，肯定要買好買滿🤤，所以是榴槤控的要趕快把握機會去買喔！

-
❗️ 泰式榴槤莎莎、芝士榴槤莎莎原價120元，5月04日起優惠價1杯只要99元！
-
CP值：🌕🌕🌕🌕🌑
個人喜愛程度：🌕🌕🌕🌕🌗

追蹤IG:wilson_eating_diary鎖定更多美食", 5 顆星 ,440,"冰淇淋,  鮮奶,  茶,  水果, "
199,功夫茶 KUNGFUTEA 西門町店,"無糖茶控的愛店「功夫茶」
手搖飲料店的茶做無糖還能回甘很少見
尤其又是使用台灣茶葉泡製，必須支持👍
第二次喝他們家的茶
選擇「岩葉紅茶」「翠玉綠茶 」
超大瓶容量喝起來好爽口
最適合最近悶熱到不行的天氣
2瓶75元！健康無負擔

🔻🔻🔻優惠資訊，別錯過🔻🔻🔻
🥋線上點餐全台上線，加入會員馬上點餐！
首次訂購享有100元折價券
(或可至@kungfutea_tw主頁點選連結進入)

🥋「純茶大瓶裝系列」4/11～4/30
第二瓶半價、持瓶裝回購，現折15元！

📍 西門町：台北市萬華區中華路一段106號", 5 顆星 ,441,"茶,  紅茶,  綠茶, "
200,功夫茶 KUNGFUTEA 西門町店,"用折價洗評價，態度有夠差！

給因為之前朋友請客覺得好喝特地來買，結果照片中店員態度很差，在櫃檯站了超過一分鐘根本被當空氣！只在乎自己的外送訂單，問問題也愛回不回！
重點是買了加三個料的38奶霸，想要不加仙草居然不行！！只能不加珍珠或是蒟蒻！
這是什麼道理？

總之再也不會去啦！
大家不要被評價騙了！
店員不想工作可以辭職喔謝謝妳！", 1 顆星 ,442,"珍珠,  蒟蒻,  仙草, "
201,功夫茶 KUNGFUTEA 西門町店,看了Tozy的影片點的，是很清爽的飲料，但點微糖喝到後面會覺得胃有點酸，寒天的口感很好，還能喝到一些葡萄柚果肉, 4 顆星 ,443,"寒天, "
202,功夫茶 KUNGFUTEA 西門町店,"奶茶護照抽到的隨機飲料 榴槤莎莎
原價110有很小杯不會買
但抽到了真的很超值☺️
推薦榴槤愛好者可以試試看喔！！
加入了榴槤果肉 冰淇淋 牛奶去打成冰沙
又臭又香 讚讚😍😍😍", 5 顆星 ,444,"冰淇淋,  茶,  奶茶, "
203,功夫茶 KUNGFUTEA 西門町店,全家都超級愛喝的功夫茶，鐵觀音是現在市面上喝過手搖飲最有茶味的，喝了會上癮，真心不騙！, 5 顆星 ,445,"茶, "
204,功夫茶 KUNGFUTEA 西門町店,點了青茶加珍珠味道還可以，只是訂單很多等了大概20多分鐘，沒有到必喝的程度, 4 顆星 ,447,"珍珠,  茶, "
205,功夫茶 KUNGFUTEA 西門町店,"岩紅厚奶茶。微冰微蜜
甜味沒有覆蓋掉茶香味👍🏻

服務態度↙↙
回訪率: 100%", 5 顆星 ,449,"茶,  奶茶, "
206,功夫茶 KUNGFUTEA 西門町店,"累積點數不會主動詢問
要顧客自己報電話！
買過兩家功夫 都是不會主動詢問是否集點數
！這是缺點！
如果今天客人不是會員 應該要積極推廣才對啊😠😠😠

奶蓋鐵觀音 微糖微冰（大杯）
剛剛好的甜度！
他們家的奶蓋是起司味重的
鹹甜鹹甜 跟麥吉、再睡五分鐘的奶蓋不同
跟蕭敬騰家的是相同的奶蓋味道
自己本身超愛奶蓋
現在市場的奶蓋分別是
🧀️起司類（署名、功夫 、起司味道重，喝起來比較膩，但不會有假假的味道）
🥛生乳類（約翰家的奶蓋就沒有起司味道 喝起來很順口、麥吉、五分鐘 也都偏生乳味奶蓋）
🧁鮮奶油類（非常不推薦，很像在吃蛋糕上的奶油，廉價的奶蓋、比如五桐號 喝得出來奶油的味道😆就是星冰樂上面那坨奶油的味道，每次喝到這種奶蓋 真的喝不下去 一整天心情不美麗🙄️歇腳亭的奶蓋也有奶油的味道）

綠蓋 有生乳+起司 太久沒喝了
印象中跟再睡五分鐘差不多
反正是好喝的啦
還有麻古的奶蓋也不錯 ！", 4 顆星 ,451,"奶蓋,  奶蓋,  鮮奶, "
207,功夫茶 KUNGFUTEA 西門町店,紅豆粉粿鮮奶，很普，有點甜，吸管剛好是杯子的二倍長。, 2 顆星 ,452,"鮮奶, "
208,功夫茶 KUNGFUTEA 西門町店,38奶茶真的好喝，遇到28日中杯升級大杯, 5 顆星 ,453,"茶,  奶茶, "
209,功夫茶 KUNGFUTEA 西門町店,刷五顆星的理由是冰淇淋紅茶非常好喝，神推👍, 5 顆星 ,454,"冰淇淋,  茶,  紅茶, "
210,功夫茶 KUNGFUTEA 西門町店,伯爵紅茶拿鐵微冰微糖口味還不錯。, 4 顆星 ,455,"茶,  紅茶, "
211,功夫茶 KUNGFUTEA 西門町店,點了一杯38波霸 是不錯喝啦 但明明說少冰 冰塊量卻高達半杯是怎樣？？ 要省成本也不是這樣做的 這樣會讓消費者感受很差, 1 顆星 ,456,"波霸, "
212,功夫茶 KUNGFUTEA 西門町店,能調甜度可以說一下嗎，薑汁「純鮮奶」會讓人以為直接就是鮮奶沒有那麼甜，回到家開來喝一口就快被甜到吐出來…, 1 顆星 ,457,"鮮奶, "
213,龜記茗品-西門店,"今天晚上在此家龜記購買三杯飲料 分別是 龍眼紅烏 百香果紅水烏龍 以及龜記濃乳茶,但因為我本身沒買過龜記品牌的飲料,所以有特別詢問店員三種茶分別喝起來如何,結果這兩位店員很耐心地跟我解釋龍眼紅烏 百香果紅水烏龍 以及龜記濃乳茶的韻味以及茶葉產地等等,特別推薦我來點,帶走啜飲幾口後發現真的很順口,店員訴說的韻味也一一品嚐出來,感謝兩位店員讓我有如此好的喫茶體驗,龜記是個很好的品牌,請繼續加油。", 5 顆星 ,460,"茶, "
214,龜記茗品-西門店,"我很想問 你們的晚班店員7/28點餐收錢的那位怎麼了…那天我點了一杯紫葡蘆薈春。為什麼我們只是問一下甜度你的眼神就那麼厭世…問你可以刷載具嗎？你不想回我轉頭就去弄飲料😳我手機才剛要拿出來 不見人影😳發生什麼事嗎？😳為什麼已經選擇做服務業了連個最基本的（不好意思稍等一下）都說不出來😤 你們很忙 我們客人不是瞎了不知道好嗎？
我還想問 有蘆薈的飲料為什麼給的是小吸管….
飲料口感我不想評，因為很普通。
謝謝這位服務人員讓我第一次在龜記消費就這麼印象深刻。😤", 1 顆星 ,461,"蘆薈, "
215,龜記茗品-西門店,茶好喝（茶品5顆星星，服務3顆星星）！是白天的第一線人員較缺乏的關係，大夥兒都在忙外送的飲品，難免會有一些待慢現場要喝茶的客人，我個人是肯定這家茶飲店的品質，而且我住西門，等一等沒關係！只是如果服務人員說聲招呼語，請稍等一會兒，為您服務即可，但有的服務人員似乎視客人而不見，明明就在櫃台，轉身就不理會客人，客人會覺得莫名奇妙，觀感不佳，我是沒差~因為我在南西店已經喝過了，所以喝好茶多等等，值得！只是有些客人不願被視而不見或觀感不佳而離開，有點可惜~否則要客人等一下，客人大部份都會接受，這是我的建議！由於調配的實在太好喝了，非常適合我的口味和需求，因此晚上吃過晚飯又跑去買了一杯一模一樣的蜂蜜四季春（去冰正常），晚上服務人員較充足，照顧到現場和外送的客人，目前白天班也在應徵新員工，所以白天要喝好茶就等一下吧！我喝過最好喝的蜂蜜四季春，無可挑剔！今天5/11（2021年）星期二我太喜歡喝蜂蜜四季春，又點了一模一樣的飲品，今天上班的員工不同前幾天，我寄望飲品一樣有5顆星星品質的，結果真的讓人失望~茶質煮的有點澀之外，蜂蜜加的不夠到位，原來同樣的材料碰上了不一樣的人，就產生不同的變化與反應，唉！可惜~昨天也點了柳丁翡翠，雖然在水準內，但不同的人搖茶或煮茶，效果的產生也隨之起了細微變化，難怪有些人的生意很好，有些人的生意就沒有很好，所以不要只會羨慕別人生意興隆，別人怎麼用心經營做事才是自己該學習探討的地方，因為魔鬼藏在細節裡~~~, 5 顆星 ,463,"茶, "
216,龜記茗品-西門店,"翡翠綠無糖 很澀 真·難喝 別說因為無糖
回到家拿出前天放在冰箱 肯德基的綠茶還沒那麼難喝🥲", 1 顆星 ,466,"茶,  綠茶, "
217,龜記茗品-西門店,覺得有點貴，不過還好算好喝，店員非常忙，所以態度沒有很好，但是是可以接受範圍（國慶雙倍薪水多忍耐啊！），濃乳茶要75有點貴啊。, 4 顆星 ,467,"茶, "
218,龜記茗品-西門店,"點了
紫葡蘆薈春💰69
老欉鐵觀音💰35
+椰果💰10
鐵觀音的味道很香很好入口不會太澀
紫葡蘆薈春整杯滿滿蘆薈🤣
甜度最低只能點一分糖，不會太甜
意外好喝", 4 顆星 ,471,"椰果,  蘆薈, "
219,龜記茗品-西門店,這家店的柳丁翡翠是我近一年，喝遍雙北市所有龜記最沒味道的一家店，柳丁沒有柳丁味，茶沒有茶味，建議店家針對品質要改善，沒有一家店的龜記柳丁翡翠會是這樣的味道, 1 顆星 ,472,"茶, "
220,龜記茗品-西門店,"龜記濃乳茶好喝
使用鮮乳坊的鮮奶就很推", 5 顆星 ,475,"鮮奶,  茶, "
221,迷客夏 臺北西門町店,"昨晚8/8叫了總共19+1杯(1為後來第二次打電話過去的）飲料，8/9早上需送到，8/8當晚原本只叫19杯（含豆漿）發現少叫一杯珍珠紅茶拿鐵，後來再打電話，可能因為太忙叫我5分鐘後打去，後來打去補一杯珍珠紅茶拿鐵，店員也確實重新復誦，結果今天早上8/9送到還是少一杯⋯珍珠紅茶拿鐵，此外之前常常在店裡點的青檸香茶，這次微糖今天喝像半糖超級甜，希望店員可以稍微注意一下～

（更新）
感謝店主積極打電話來釐清，主要可能是21:30後的那通電話叫得多一杯，店員沒有寫在上頭交接好給早班員工，因此不曉得總共是20杯而非圖片上的19杯（含豆漿）", 3 顆星 ,480,"珍珠,  茶,  紅茶, "
222,迷客夏 臺北西門町店,"是叫外送的 送來博愛路公司
總共5杯  我今天叫的是手感芋圓芋泥鮮奶
貼的標籤也是寫這樣 但裡面裝的卻是芋圓鮮奶
完全沒有芋泥
雖然兩杯價錢只差5元
但這個品項都這樣貴了 75元還是中杯
沒喝到芋泥是真的蠻令人失望的", 2 顆星 ,481,"鮮奶,  芋泥, "
223,迷客夏 臺北西門町店,我很常喝迷克夏，但這家飲料做好擺著也不報號，等十多分鐘問了才說忘了講，這就算了。我點了微冰微糖，但這冰塊量會不會太扯，全部喝完還有半杯的冰塊，要考慮改賣純水冰茶嗎？, 1 顆星 ,484,"茶, "
224,迷客夏 臺北西門町店,"喝這麼多次都很喜歡 結果今天想說買新品來喝喝看 想說有茶凍才點的
結果喝的時候完全沒吃到 以為自己搞錯
但看到他給我是粗的吸管 就爬文確認一下
因為是離開一段時間才喝 想說算了 就不折返回去退了 希望下次能夠再多多注意😓", 2 顆星 ,485,"茶, "
225,迷客夏 臺北西門町店,"青檸香茶根本沒在搖 只是做做樣子搖幾下就出餐
櫃檯點餐的人員告知要等40分鐘 我也覺得ok
結果不到15分鐘就出餐3杯青檸香茶，還中間有幾分鐘時間沒人在搖茶（只有一個人搖）

搖出來的品質根本沒有香氣
一顆星都不想給", 1 顆星 ,487,"茶, "
226,迷客夏 臺北西門町店,"青檸香茶很好喝 但店員搖得很辛苦 謝謝你們🥹
如果賣完了 其實柳丁青茶也很好喝👍", 5 顆星 ,489,"茶, "
227,迷客夏 臺北西門町店,"青檸香茶每次去都賣完了
不知道是真的賣完還是不想搖", 2 顆星 ,490,"茶, "
228,迷客夏 臺北西門町店,店員服務態度很好，只是無糖娜杯紅茶拿鐵怎麼這麼難喝，平淡無奇完全沒味道耶跟我之前喝的完全不一樣, 2 顆星 ,495,"茶,  紅茶, "
229,迷客夏 臺北西門町店,"等了好久問店員才知道飲料已經做好在桌上…
2021更新：原來我買的鮮奶系列有加茶…", 1 顆星 ,499,"鮮奶,  茶, "
230,鮮果茶坊,"超級貴又小杯，茶有怪味。
仗著自己店面位置好來來騙觀光客的", 1 顆星 ,500,"茶, "
231,鮮果茶坊,因為想買一杯紅茶解渴並剛好經過這家，試喝的高山琥珀大吉嶺有股藥水味，然後我們點的紅茶雖然特價20元但是預設是小杯的而且也不怎麼好喝，店員態度不怎麼想而且點完了還在聊天不知道倒一杯紅茶是在拖什麼，差評, 1 顆星 ,501,"茶,  紅茶, "
232,鮮果茶坊,大地雷，買了烏龍茶跟木瓜牛奶，貴又難喝，隔壁雞排店給折價卷根本在害人, 1 顆星 ,506,"茶,  烏龍茶, "
233,鮮果茶坊,"雷爆了！因為隔壁豪大雞排結帳後給了一張折價券才注意到前面有這家飲料攤。周邊什麼飲料的介紹都大，就是沒有看到價錢。想說高山琥珀大吉嶺頂多30而已吧！結果有折價了還要60！容量也只有500cc,要不是因為很渴不然真的很想說不要了。
事實證明，連買個便利商店的東西都比這家好喝。
茶有很奇怪的香精味，喝了幾口就再也忍受不了倒了！
仗著地理位置好，根本騙觀光客錢的！給一星還嫌太多", 1 顆星 ,508,"茶, "
234,鮮果茶坊,"小小杯的果茶要65 味道還可以
其中的5塊是他自己多加莓果的... 他問我們 我們也沒說好 自己擅自加 傻眼
要不是有折價券 根本不會買
下次不會再去了ˊˋ", 1 顆星 ,510,"茶, "
235,鮮果茶坊,"請注意價錢（上面的牌子打一個特價20元）沒注意價錢的後果就是兩杯茶120元唷！
滿小一杯，咖啡即飲杯的大小....還好茶味還算喝的出來（大馬士鮮綠茶）", 1 顆星 ,511,"茶,  綠茶, "
236,鮮果茶坊,"難喝又貴 永續經營的概念到底懂不懂？
垃圾店家，專門騙觀光客的錢。
500cc的垃圾茶居然要65元", 1 顆星 ,512,"茶, "
237,鮮果茶坊,點了一杯珍奶，喝了一口爆甜的，請店家加茶稀釋一下一臉不願意，就算加了根本一樣甜，直接放櫃台走人，為什麼沒有零顆星呢！, 1 顆星 ,513,"茶, "
238,鮮果茶坊,用柚子醬泡的柚子茶居然要70！而且才中杯中杯中杯中杯中杯中杯中杯！！！！柚子果皮給多一些說要加15，完全是………母湯的店, 1 顆星 ,514,"茶, "
239,鮮果茶坊,"檸檬紅茶有毒，喝完喉嚨超級痛，而且感覺卡卡的，➕一堆冰塊還裝做賣的很便宜，ㄧ小杯而已，西門的東西真的都不能相信，根本來坑觀光客的錢！！！
不味い！本当に不味い
冰沙最貴，超小杯，請問冰塊是進口的嗎？", 1 顆星 ,518,"茶,  紅茶,  檸檬, "
240,茶鬍Beard Cup 中正漢口店,點了四季春茶，35元還蠻大杯的，茶味淡淡的，還好，普通，不會難喝就一般茶的水準。, 3 顆星 ,520,"茶, "
241,茶鬍Beard Cup 中正漢口店,"連續2天都喝這間～
今天自己跑去買
店員服務態度很讚耶👍
而且飲料出餐速度也很快
昨天喝伯爵鮮奶茶+珍珠
今天喝鐵觀音鮮奶茶+珍珠
不誇張...都好好喝🤤
點無糖搭配珍珠的甜味整個超剛好
茶味也超級香～
飲料價位也很合理
Menu整體視覺效果也很讚
(中正區滿150即可外送 超佛👍
優質好店必須推廣！！！", 5 顆星 ,521,"珍珠,  鮮奶,  茶,  奶茶,  鮮奶茶, "
242,茶鬍Beard Cup 中正漢口店,"2020.07.27 = ★★★★☆
◉推薦：珍珠奶茶。
◉半糖奶茶奶精味不重，無澀感；粉圓不過分Q，有煮透。
◉手搖飲料店利潤頗高，45元一杯大杯還不錯的珍奶，很棒了。😆
＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝

吃完【城中老牌牛肉拉麵大王】，重口味，難免想找點甜品來解點油膩。路過看到這間比較少見的【茶鬍Beard Cup】，外部裝潢很文青，可以。一直陸續有客人購買。看了一下價目，定價算是合理。曾幾何時，50嵐的50元珍奶從高價變成低價，看到大杯只要45元的珍奶，就想嘗試看看。😁

☑珍珠奶茶.L(45元) = 點了半糖，少冰。吸了一口，奶茶味道算是小清新風，奶精味道不重，茶味細緻，不澀口，算是喝起來較無負擔的口感。珍珠粉圓的部分，煮的不過分Q，粉圓裡面偏軟，有煮透有甜度，整體上算是不差，4.5分。", 4 顆星 ,524,"珍珠,  粉圓,  茶,  奶茶, "
243,茶鬍Beard Cup 中正漢口店,店員動作很慢，點珍珠鮮奶茶$65 結果品項上顯示珍珠鮮奶$70，多收我五塊錢，點三分糖，喝起來根本無糖。, 1 顆星 ,526,"珍珠,  鮮奶,  茶,  奶茶,  鮮奶茶, "
244,茶鬍Beard Cup 中正漢口店,茶飲好喝，兩位戴黑框眼鏡男女態度不佳，點單沒耐性且一直重複詢問，問事情一問三不知，且口氣不耐煩，重點是，還沒開發票，很不ok的購買經驗，麻煩請加強店員教育訓練，謝謝, 2 顆星 ,527,"茶, "
245,茶鬍Beard Cup 中正漢口店,"桂花烏龍茶
桂花很香", 4 顆星 ,529,"茶,  烏龍茶, "
246,茶鬍Beard Cup 中正漢口店,桂花烏龍茶，有淡淡桂花香，微糖喝起來順口不澀，推薦！ 經過都會來一杯！, 4 顆星 ,531,"茶,  烏龍茶, "
247,茶鬍Beard Cup 中正漢口店,之前喝過幾次都算滿意，今天第一次碰到這個店員，我點西瓜冰茶，還做重複確認，你不會做就問清楚（我有看到你在找人），不要亂做一杯不是我要的西瓜四季？冰茶給我！想喝甜的結果整杯都是檸檬酸，到底在幹嘛啊？, 1 顆星 ,532,"茶,  檸檬, "
248,茶鬍Beard Cup 中正漢口店,金桔檸檬微糖就是超級酸的檸檬水, 1 顆星 ,534,"檸檬, "
249,茶鬍Beard Cup 中正漢口店,一杯65 沒茶味也沒奶味，糖漿還沒攪均勻 店員態度還不太好, 2 顆星 ,536,"茶, "
250,茶鬍Beard Cup 中正漢口店,目前喝過最喜歡的桂花烏龍～花香清揚，茶味醇順不澀，無糖也很好喝！加鮮奶也很棒, 5 顆星 ,539,"鮮奶,  茶, "
251,50嵐 西寧店,"我點大杯的波霸奶茶
結果喝了咬到椰果、小珍珠？？？
大珍珠如果不夠至少先告知吧？
直接做給顧客？有沒有搞錯啊", 1 顆星 ,540,"珍珠,  椰果,  波霸,  茶,  奶茶, "
252,50嵐 西寧店,"點珍珠奶茶喝到口感很像紅豆的東西然後覺得怪怪的拿出來看
結果是完整的蒼蠅 我整個丟掉 還沒喝3/4
當下很氣但有事就算了
看到群組有在發食安的新聞就回來評論了", 1 顆星 ,541,"珍珠,  茶,  奶茶, "
253,50嵐 西寧店,"服務態度👍混珠奶茶真的很讚🤤茶味十足
滿意🤩", 5 顆星 ,542,"茶,  奶茶, "
254,50嵐 西寧店,"幾乎每天都喝50嵐波霸奶茶  😂😂
店員們都好貼心喔    會隨天氣變化問我今天要喝溫的嗎
如果沒貼心詢問我會忘記今天想喝溫的

跳跳婷婷法法服務態度真的很棒都很貼心❤️❤️", 5 顆星 ,545,"波霸,  茶,  奶茶, "
255,50嵐 西寧店,"每次下課到西門如果想喝飲料的話這家是我的首選！
因為店員的服務都很不錯☺️☺️
最喜歡喝的是冰淇淋紅茶讚讚", 5 顆星 ,549,"冰淇淋,  茶,  紅茶, "
256,50嵐 西寧店,西寧店的店員 態度親切 泡茶神速 尤其是小哥哥 手速一百分 可愛的弟弟, 5 顆星 ,558,"茶, "
257,50嵐 西寧店,"只有一個搖茶手，動作非常慢
然後一個叫跳跳的又很嗆", 1 顆星 ,559,"茶, "
258,侍茶匠 西門總店,"鐵觀音豆乳奶蓋跟古法黑糖紅茶拿鐵
都推推😍這兩品項都有黃金比例不可調
1/ 豆乳奶蓋下面要記得要攪一攪
不然會有點甜～基本上喝完覺得清爽！
想喝的話可以先打電話問問看有沒有❤️
2/ 紅茶拿鐵有一種特別懷念感，個人滿喜歡大麥和決明子的味道，喝起來特別順口", 5 顆星 ,560,"奶蓋,  奶蓋,  茶,  紅茶, "
259,侍茶匠 西門總店,"營業時間不多但品質不錯的店。
假日都沒開，好不容易平日下班過來買，飲料出乎意料的比其他家都濃，豆奶奶蓋蠻特殊的是第一次喝到，視覺跟味覺的享受都很滿足，來幾次都是兩個男生幫忙製作飲料，兩個人的外型蠻像的😂 雖說沒有熱情但感覺蠻細心的，店內給人的感覺也很乾淨，保持得很好，品質也是少數奶茶護照質感比較好的店，很推～", 4 顆星 ,561,"奶蓋,  奶蓋,  茶,  奶茶, "
260,侍茶匠 西門總店,豆乳奶蓋專賣店而且杯杯現萃，每款原茶都是兩種以上的茶葉或花瓣拼配而成，風味十分特別，別的地方喝不到, 5 顆星 ,562,"奶蓋,  奶蓋,  茶, "
261,侍茶匠 西門總店,"買了穗波紅茶豆乳＋抹茶凍(無糖去微冰)跟格雷伯爵拿鐵＋原味寒天晶球(無糖去冰)~雖然親切的店員妹妹把格雷伯爵拿鐵作成微糖，但還是很好喝，兩款茶都超喜歡，抹茶凍跟寒天晶球也超讚，近期會想再去試試其他品項，因為自己帶杯子(可以折5元)，所以沒拍成品照，私心希望侍茶匠能像其他茶飲店家一樣標示糖量跟熱量供消費者參考~
－
二訪~ 點了格雷伯爵豆乳奶蓋(微糖去冰＋焙茶凍)，本來想點抹茶凍，可惜沒貨了😔真的超喜歡抹茶凍，焙茶凍的茶香也還不錯，還有店員似乎把冰量做錯了，冰塊量比上次點微冰還多!!! 雖然不影響味道還是很好喝，豆乳奶蓋真的很推，已經再想下一次要喝什麼了😆", 5 顆星 ,563,"奶蓋,  奶蓋,  寒天,  茶,  紅茶, "
